,cases,BandMaxSAT,BandMaxSAT_time,BandMaxSAT_v,BandMaxSAT_v_time,NuWLS,NuWLS_time,NuWLSV,NuWLSV_time,SATLike3.0,SATLike3.0_time,SATLike3.0_v,SATLike3.0_v_time,Loandra,Loandra_time,TT-OWI,TT-OWI_time,NuWLS_i,NuWLS_i_time,NuWLSV_s,NuWLSV_s_time
939,uw_2023_gen-hyper-tw-GenHyperTW_s208.wcnf,17,59.58,12,42.65,27,215.5,11,152.17,14,74.03,14,62.53,9.0,168.17,10,297.0,12,14.3,11,253.41
940,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000295.wcnf,59,1.52,57,86.33,55,81.47,55,61.25,56,88.19,56,50.4,54.0,32.06,53,41.0,55,9.74,55,75.76
941,uw_2023_optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5.wcnf,1635,55.47,1554,33.06,537,204.44,575,42.46,None,300,None,300,566.0,293.54,1110,268.0,340,134.86,537,273.15
942,uw_2023_program-disambiguation-Q42_OPTIONS_1.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,4.0,77.59,4,70.0,None,300,None,300
943,uw_2023_optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_5.wcnf,309,12.38,99,174.8,62,67.86,56,37.04,None,300,None,300,56.0,221.53,65,9.0,60,189.09,56,34.02
944,uw_2023_atcoss-atcoss_sugar_15.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,40.0,166.24,None,300,None,300,None,300
945,uw_2023_logic-synthesis-normalized-test4.pi.opb.msat.wcnf,96,3.39,94,161.49,97,52.46,99,28.3,116,113.05,112,87.7,144.0,1.69,156,143.0,97,54.7,99,25.89
946,uw_2023_gen-hyper-tw-GenHyperTW_uf20-01.wcnf,6,2.16,6,17.53,6,0.27,6,0.16,6,1.05,6,0.71,7.0,32.3,6,81.0,6,0.38,6,0.15
947,uw_2023_setcover-sts-data.405.wcnf,341,1.68,357,0.02,337,6.14,336,4.01,341,279.54,357,0.02,346.0,0.95,347,227.0,336,18.59,336,3.79
948,uw_2023_aes-mul_8_14.wcnf,60,12.03,56,137.28,56,84.29,56,134.25,62,12.59,56,9.06,110.0,1.61,108,16.0,56,182.06,56,133.4
949,uw_2023_aes-mul_8_11.wcnf,64,15.11,70,9.52,64,136.88,64,194.13,64,15.99,66,9.94,159.0,1.32,136,7.0,64,64.71,64,182.84
950,uw_2023_inconsistency-measurement-im-forgetting-A-2-grd_3908_2_1.tgf.pl.wcnf,776,31.08,763,84.32,746,77.12,757,169.77,781,80.3,768,71.21,713.0,230.71,938,16.0,752,215.16,757,200.8
951,uw_2023_optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_9.wcnf,33,24.93,28,166.82,32,5.68,28,65.44,32,11.48,35,287.94,27.0,150.01,38,170.0,29,198.83,28,50.96
952,uw_2023_judgment-aggregation-ja-slater-preflib-00049-00000405.wcnf,278,0.95,279,160.74,278,19.73,278,26.47,278,234.57,279,214.17,281.0,55.84,312,21.0,278,3.05,278,22.04
953,uw_2023_inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl.wcnf,354,2.06,353,19.75,344,5.69,344,66.24,355,117.71,351,281.88,363.0,16.24,362,243.0,345,19.13,344,81.89
954,uw_2023_program-disambiguation-Q22_YESNO_1.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,8,185.0,None,300,None,300
955,uw_2023_extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1.wcnf,11,10.51,10,181.06,14,277.04,12,86.38,11,51.86,10,236.67,12.0,153.32,13,190.0,13,283.81,12,70.29
956,uw_2023_judgment-aggregation-ja-slater-preflib-00043-00000180.wcnf,310,8.46,306,4.12,306,94.8,306,162.52,308,5.62,310,6.73,310.0,25.54,392,205.0,306,197.72,306,165.71
957,uw_2023_xai-mindset2-heart-h.wcnf,740,2.25,740,1.62,198,10.06,204,36.88,None,300,None,300,203.0,148.01,209,300.0,193,199.6,199,169.82
958,uw_2023_min-fill-MinFill_R0_queen8_12.wcnf,2815,4.42,2815,1.6,2557,98.32,2548,207.2,None,300,None,300,2387.0,226.44,2506,44.0,2588,4.0,2565,179.83
959,uw_2023_optic-gen_mult_4_5_991.wcnf,118,1.48,117,0.68,117,54.99,116,206.37,130,0.59,127,26.89,142.0,1.27,149,88.0,117,24.67,116,200.05
960,uw_2023_decision-tree-breast-cancer-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,184,0.81,189,0.52,59,4.23,47,152.24,None,300,None,300,19.0,52.93,19,18.0,54,102.11,59,6.02
961,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000157.wcnf,57,1.67,53,10.19,53,55.48,53,126.27,53,0.72,53,98.17,53.0,35.17,51,118.0,53,6.72,53,146.06
962,uw_2023_inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl.wcnf,61,18.69,54,39.96,51,216.38,52,16.49,53,21.66,53,52.57,44.0,79.77,42,279.0,53,135.53,52,17.64
963,uw_2023_pseudoBoolean-normalized-par32-5.opb.msat.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
964,uw_2023_program-disambiguation-Q45_YESNO_1.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,4,245.0,None,300,None,300
965,uw_2023_MaxSATQueriesinInterpretableClassifiers-twitter_train_9_CNF_1_1.wcnf,1956,50.42,1882,33.6,1868,4.8,1855,263.76,1848,39.18,1900,34.22,6848.0,42.03,13788,259.0,1840,260.02,1855,259.27
966,uw_2023_decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,1227,11.97,1227,7.74,822,279.47,1099,220.62,None,300,None,300,145.0,154.52,478,253.0,574,246.71,1099,217.12
967,uw_2023_inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl.wcnf,109,26.15,80,91.44,82,273.92,78,151.81,94,270.5,83,264.54,83.0,23.0,86,172.0,86,195.15,78,161.23
968,uw_2023_ramsey-ram_k4_n20.ra0.wcnf,24,0.03,58,0.01,24,0.02,24,0.02,24,0.04,63,0.01,34.0,35.97,38,223.0,24,0.03,24,0.01
969,uw_2023_ramsey-ram_k3_n11.ra0.wcnf,7,0.0,9,0.0,7,0.0,7,0.0,7,0.0,10,0.0,7.0,0.37,7,2.0,7,0.0,7,0.0
970,uw_2023_xai-mindset2-soybean.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,190.0,292.18,257,146.0,None,300,None,300
971,uw_2023_inconsistency-measurement-im-forgetting-B-3-stb_428_430.tgf.pl.wcnf,78,2.53,68,91.66,64,139.23,63,266.42,65,105.48,67,293.87,53.0,7.56,51,79.0,65,6.86,63,257.57
972,uw_2023_MaxSATQueriesinInterpretableClassifiers-twitter_train_2_CNF_4_1.wcnf,2011,35.71,1861,241.13,1914,26.34,1897,24.13,1846,203.32,1844,290.94,32179.0,50.42,13196,185.0,1946,27.06,1897,23.7
973,uw_2023_inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl.wcnf,657,55.94,649,204.41,667,81.42,670,127.96,672,190.18,648,112.22,637.0,33.14,673,185.0,670,138.41,670,133.74
974,uw_2023_planning-bnn-cellda_y_9.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,6,198.0,None,300,None,300
975,uw_2023_min-fill-MinFill_R0_myciel5.wcnf,197,8.01,196,190.32,197,296.12,198,184.01,196,155.65,196,138.1,196.0,22.03,196,5.0,197,58.61,197,48.71
976,uw_2023_inconsistency-measurement-im-hit-A-1-grd_1790_4_8.tgf.pl.wcnf,319,3.77,320,221.2,310,124.61,310,31.8,319,251.82,318,24.86,329.0,108.81,336,246.0,311,16.67,310,28.36
977,uw_2023_xai-mindset2-cleve.wcnf,416,2.82,226,84.65,233,90.84,233,37.73,None,300,236,228.64,238.0,109.34,223,290.0,243,161.61,233,35.73
978,uw_2023_optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_4.wcnf,1460,6.95,1460,3.59,189,242.63,306,159.14,None,300,1539,113.5,189.0,182.67,301,79.0,189,13.77,189,247.81
979,uw_2023_pseudoBoolean-normalized-par32-3.opb.msat.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
980,uw_2023_planning-bnn-navigation_5x5_10.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
981,uw_2023_optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_7.wcnf,634,6.39,634,3.18,62,60.7,59,213.61,None,300,None,300,148.0,294.02,76,65.0,57,114.98,59,166.98
982,uw_2023_decision-tree-hypothyroid-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,297,25.5,297,15.48,102,29.37,102,18.42,None,300,None,300,44.0,238.14,47,95.0,102,18.68,102,18.03
983,uw_2023_gen-hyper-tw-GenHyperTW_dubois29.wcnf,9,27.17,5,106.91,6,201.6,5,62.0,6,75.61,5,32.39,6.0,250.07,7,147.0,5,74.73,5,245.53
984,uw_2023_inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl.wcnf,237,4.39,218,112.52,223,132.53,224,261.65,233,218.24,227,85.44,217.0,18.14,267,44.0,225,5.5,224,285.85
985,uw_2023_inconsistency-measurement-im-forgetting-C-1-grd_5178_1_1.tgf.pl.wcnf,1127,49.5,1067,225.11,1107,185.46,1405,5.89,1093,131.02,1078,215.86,1015.0,299.31,1276,55.0,1466,1.05,1405,5.46
986,uw_2023_tpr-b18-s_PathRelaxation_Set_FS_8.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,145.0,54.54,145,61.0,None,300,None,300
987,uw_2023_treewidth-computation-TWComp_queen7_7_N49.wcnf,37,52.6,35,124.29,36,16.45,36,121.42,36,21.06,36,27.44,35.0,115.72,35,4.0,36,79.27,36,61.05
988,uw_2023_inconsistency-measurement-im-forgetting-B-2-stb_625_161.tgf.pl.wcnf,96,24.88,83,218.63,85,57.38,80,37.48,94,68.7,85,146.65,82.0,1.48,81,11.0,86,93.66,80,37.56
989,uw_2023_optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3.wcnf,595,7.67,395,7.25,70,187.65,116,47.54,64,266.04,70,146.07,62.0,42.48,62,85.0,70,10.95,116,54.43
990,uw_2023_judgment-aggregation-ja-maxham-preflib-00049-00000444.wcnf,56,17.18,55,50.94,54,121.39,54,90.6,54,0.55,54,243.79,53.0,111.09,53,1.0,54,57.0,54,97.27
991,uw_2023_ramsey-ram_k3_n17.ra0.wcnf,50,0.0,99,0.0,50,0.0,50,0.0,50,0.0,102,0.0,50.0,43.92,50,3.0,50,0.01,50,0.0
